artist,title,length,genre,year,lyrics
Ed Sheeran,Dive,3:10,pop,2018,"Oh, maybe I came on too strong
Maybe I waited too long
Maybe I played my cards wrong
Oh, just a little bit wrong
Baby I apologize for it

I could fall, or I could fly
Here in your aeroplane
And I could live, I could die
Hanging on the words you say
And I've been known to give my all
And jumping in harder than
Ten thousand rocks on the lake

So don't call me baby
Unless you mean it
Don't tell me you need me
If you don't believe it
So let me know the truth
Before I dive right into you





You're a mystery
I have travelled the world, there's no other girl like you
No one, what's your history?
Do you have a tendency to lead some people on?
'Cause I heard you do, mm

I could fall, or I could fly
Here in your aeroplane
And I could live, I could die
Hanging on the words you say
And I've been known to give my all
And lie awake everyday
Don't know how much I can take
So don't call me baby
Unless you mean it
Don't tell me you need me
If you don't believe it
So let me know the truth
Before I dive right into you

I could fall, or I could fly
Here in your aeroplane
And I could live, I could die
Hanging on the words you say
And I've been known to give my all
Sitting back, looking at
Every mess that I've made
So don't call me baby
Unless you mean it
Don't tell me you need me
If you don't believe it
So let me know the truth
Before I dive right into you
Before I dive right into you
Before I dive right into you"
Ed Sheeran,Drunk,3:11,pop,2018,"I wanna be drunk when I wake up
On the right side of the wrong bed
And every excuse I made up
Tell you the truth I hate
What didn't kill me
It never made me stronger at all.
Love will scar your make-up lip sticks to me
So now I'll maybe leave back there
I'm sat here wishing I was sober
I know I'll never hold you like I used to.

But our house gets cold when you cut the heating
Without you to hold I'll be freezing
Can't rely on my heart to beat it
'Cause you take part of it every evening
Take words out of my mouth just from breathing
Replace with phrases like when you're leaving me.

Should I, should I?
Maybe I'll get drunk again
I'll be drunk again
I'll be drunk again
To feel a little love





I wanna hold your heart in both hands
I'll watch it fizzle at the bottom of a Coke can
And I've got no plans for the weekend
So shall we speak then
Keep it between friends
Though I know you'll never love me like you used to.

There maybe other people like us
You see the flicker of the clip when they light up
Flames just create us, burns don't heal like before
You don't hold me anymore.

On cold days Coldplay's out like the band's the name
I know I can't heal things with a hand shake
You know I can't change as I began saying
You cut me wide open like landscape
Open bottles of beer but never champagne
We'll applaud you with the sound that my hands make.

Should I, should I?
Maybe I'll get drunk again
I'll be drunk again
I'll be drunk again
To feel a little love.

All by myself
I'm here again
All by myself
You know I'll never change
All by myself
All by myself
I'm just drunk again
I'll be drunk again
I'll be drunk again
To feel a little love."
Ed Sheeran,Eraser,3:12,pop,2019,"I was born inside a small town, I've lost that state of mind
Learned to sing inside the Lord's house, but stopped at the age of nine
I forget when I get awards now the wave I had to ride
The paving stones I played upon, they kept me on the grind
So blame it on the pain that blessed me with the life
Friends and family filled with envy when they should be filled with pride
And when the world's against me is when I really come alive
And everyday that Satan tempts me, I try to take it in my stride
You know that I've got whisky with white lines and smoke in my lungs
I think life has got to the point I know without it's no fun
I need to get in the right mind and clear myself up
Instead, I look in the mirror questioning what I've become
I guess it's a stereotypical day for someone like me
Without a nine-to-five job or an uni degree
To be caught up in the trappings of the industry
They showed me the locked doors I find another use of key
And you'll see

I'm well aware of certain things that will destroy a man like me
But with that said give me one more, higher
Another one to take the sting away
I am happy on my own, so here I'll stay
Save your lovin' arms for a rainy day
And I'll find comfort in my pain
Eraser

I used to think that nothing could be better than touring the world with my songs
I chased the pictured perfect life, I think they painted it wrong
I think that money is the root of evil and fame is hell
Relationships and hearts you fixed, they break as well
And ain't nobody wanna see you down in the dumps
Because you're living your dream, man, this shit should be fun
Please know that I'm not trying to preach like I'm Reverend Run
I beg you, don't be disappointed with the man I've become
Our conversations with my father on the A14
Age twelve telling me I've gotta chase those dreams
Now I'm playing for the people, dad, and they know me
With my beat and small guitar wearing the same old jeans
Wembley Stadium crowd two hundred and forty thou
I may have grown up but I hope that Damien's proud
And to the next generation, inspiration's allowed
The world may be filled with hate but keep erasing it now
Somehow





I'm well aware of certain things that will befall a man like me
But with that said give me one more, higher
Another one to take the sting away
I am not beyond my own, so here I'll stay
Save your lovin arms for a rainy day
And I'll find comfort in my pain
Eraser
And I'll find comfort in my pain
Eraser
And I'll find comfort in my pain
Eraser

I woke up this morning lookin' in the mirror
Thinkin' to myself that I should probably be thinner
The industry told me to look like them
But I found my happiness in fried food for my dinner
I wish that she could have been my first time
And I wish that I'd never took that first line
And I wish that every word in this verse rhymed
But forgive me if it doesn't
I wish that I could make peace with my older cousin
I wish he didn't think that it was me when it wasn't
I wish I didn't love it when I'm high and my face feels buzzin'
And the taste stays underneath my tongue
Wish that I had known what to do as a youngling
Wish I hadn't dropped out of school and missed every single party
With that hardly matters now, man, does it?
Wish I had an answer to everything, but fuck it
I wish creatin' art didn't come with a budget
But while we're on the subject
I wish my private life would have never gone public
But that's the sacrifice that we make
Spendin' my whole time high livin' life away

Singin' this is how we're livin' down here
Sittin' on the edge, lookin' out without fear
Yeah, we got drama but you know we don't care
I wanna see you sing it, put your hands in the air, one wish
I'm singin' this is how we're livin' down here
Sittin' on the edge, lookin' out without fear
Yeah, we got drama but you know we don't care
I wanna see you sing it, put your hands in the air, one wish

I wish my family and friends they stay healthy
I wish that love was a currency and the whole world was wealthy
I found myself late night wishin' on a star
Everyday I wish I'd never broken a heart, uh
And I wish I'd never run to
Every woman that I loved that kept my life and what it's come to
I wish I was the role model you looked up to
If I told my fans the things I did they'd say, ""Fuck you""
I wish I was home more
I wish my teens could see the kids on the birthdays, but yo, we're on tour
And I wish I'd grow more, wish I told more
People that I love 'em but it's in the music that I'm known for
And I wish he never got cancer
And if I smoke a pack a day, well, does that make me a wanker?
Oh yes, I guess it does, and we're still stressin' 'cause
Every day this shit gets the best of us
Usin' my balance on eraser blades
Spendin' my whole time high wishing life would wait

Singin' this is how we're livin' down here
Sittin' on the edge, lookin' out without fear
Yeah, we got drama but you know we don't care
I wanna see you sing it, put your hands in the air, one wish
I'm singin' this is how we're livin' down here
Sittin' on the edge, lookin' out without fear
Yeah, we got drama but you know we don't care
I wanna see you sing it, put your hands in the air, one wish

I'm using jumpers for goalposts, cigarettes for throat cold
Mum sayin', ""Don't smoke,"" no, I don't listen, I got
Love for a ghost note, shows on the gold coast
People that I don't know share the same vision
I find truth in the hard times and words that aren't mine
Tryin' to find a love with a compatible star sign
Sometimes I can't write, sentences can't rhyme
Starin' at my notepad quick, I'm tryin' to find mine
Shit, quick before I hit it again
Surrounded in the industry by all these ignorant men
And who knew that I'd be paid just to pick up a pen
Just let me hit the studio when we can rip it again
I'm a competitive dick, with an adrenaline kick
My daddy told me work hard and you can never be shit
I've seen all my heroes dethroned except my dad
Set back here reminiscing 'bout the times we had
One wish"
Ed Sheeran,Even My Dad Does Sometimes,3:13,pop,2020,"It’s alright to cry
Even my dad does sometimes
So don’t wipe your eyes
Tears remind you you’re alive
It’s alright to die
Cause death's the only thing you haven’t tried
But just for tonight hold on

So live life like you’re giving up
Cause you act like you are
Go ahead and just live it up
Go on and tear me apart

It’s alright to shake
Even my hand does sometimes
So inside the rage Against the dying of the light
It’s alright to say that death’s the only thing you haven’t tried
But just for today hold on





So live life like you’re giving up
Cause you act like you are
Go ahead and just live it up
Go on and tear me apart

So live life like your giving up
Cause you act like you are
Go ahead and just live it up
Go on and tear me apart hold on

So live life like your giving up
Cause you act like you are
Go ahead and just live it up
Go on and tear me apart hold on"
Ed Sheeran,Everything You Are,3:14,pop,2020,"I didn't mean to break your heart
I was just lonely
And everybody falls apart sometimes
I know you've found another one
But won't you just hold me tonight
I wish I never called you up
Nobody told me
And they don't know, they don't speak anymore
So take a good look at us
Won't you just hold me tonight
And I would stop trying to fall in love again
And keep it a secret
It never works out anyway
But I am not, anything like a voice
Cause you were the only one for me
Yeah, yeah

Cause maybe I don't want to lose a lover and friend in one night
If that's right
I shouldn't have f*cked with your mind
And your life too many times
Or maybe I don't want to be lonely
Darling you are my only love
Behind my true loves, everything you are

I never meant to sleep around
I was just lonely
You did the same, again, and again
I know
So here's to the both of us
Here's to our story tonight
Oh I would stop trying to fall in love again
And keep it a secret
It never works out anyway
But I am not, anything like a voice
Cause you were the only one for me
Yeah





Cause maybe I don't want to lose a lover and friend in one night
If that's right
I shouldn't have f*cked with your mind
And your life too many times
Or maybe I don't want to be lonely
Darling you are my only love
Behind my true loves, everything you are

When I see my future
It is with you
We'll get there
I want my children to be with you together

Cause maybe I don't want to lose a lover and friend in one night
If that's right
I shouldn't have f*cked with your mind
And your life too many times
Or maybe I don't want to be lonely
Darling you are my only love
Behind my true loves, everything you are
Behind my true loves, everything you are
Behind my true loves, everything you are"
Ed Sheeran,Friends,3:15,pop,2016,"We're not, no we're not friends, nor have we ever been
We just try to keep those secrets in our lives
And if they find out, will it all go wrong?
I never know, no one wants it to

So I could take the back road
But your eyes'll lead me straight back home
And if you know me like I know you
You should love me, you should know

Friends just sleep in another bed
And friends don't treat me like you do
Well I know that there's a limit to everything
But my friends won't love me like you
No, my friends won't love me like you





We're not friends, we could be anything
If we tried to keep those secrets safe
No one will find out if it all went wrong
They'll never know what we've been through

So I could take the back road
But your eyes'll lead me straight back home
And if you know me like I know you
You should love me, you should know

Friends just sleep in another bed
And friends don't treat me like you do
Well I know that there's a limit to everything
But my friends won't love me like you
No, my friends won't love me like you

But then again, if we're not friends
Someone else might love you too
And then again, if we're not friends
There'd be nothing I could do, and that's why

Friends should sleep in other beds
And friends should kiss me like you do
And I know that there's a limit to everything
But my friends won't love me like you
No, my friends won't love me like you
Oh, my friends will never love me like you"
Ed Sheeran,Give Me Love,3:16,pop,2018,"Give me love like her,
'Cause lately I've been waking up alone,
Paint splattered teardrops on my shirt,
Told you I'd let them go,

And that I'll fight my corner,
Maybe tonight I'll call ya,
After my blood turns into alcohol,
No, I just wanna hold ya.

Give a little time to me or burn this out,
We'll play hide and seek to turn this around,
All I want is the taste that your lips allow,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, give me love,





Give me love like never before,
'Cause lately I've been craving more,
And it's been a while but I still feel the same,
Maybe I should let you go,

You know I'll fight my corner,
And that tonight I'll call ya,
After my blood is drowning in alcohol,
No, I just wanna hold ya.

Give a little time to me or burn this out,
We'll play hide and seek to turn this around,
All I want is the taste that your lips allow,
My, my, my, my, oh give me love,

Give a little time to me or burn this out,
We'll play hide and seek to turn this around,
All I want is the taste that your lips allow,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love.

M-my my, m-my my, m-my my, give me love, lover,
M-my my, m-my my, m-my my, give me love, lover,
M-my my, m-my my, m-my my, give me love, lover,
M-my my, m-my my, m-my my, give me love, lover.

M-my my, m-my my, m-my my, give me love, lover,
M-my my, m-my my, m-my my, give me love, lover,
M-my my, m-my my, m-my my, give me love, lover,
M-my my, m-my my, m-my my, give me love, lover (love me, love me, love me).

M-my my, m-my my, m-my my, give me love, lover (give me love),
M-my my, m-my my, m-my my, give me love, lover (give me love),
M-my my, m-my my, m-my my, give me love, lover (give me love, love me),
M-my my, m-my my, m-my my, give me love, lover (give me love).

My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love.

[Break]

[Hidden track ""The Parting Glass""]

Of all the money that e'er I had
I've spent it in good company
And all the harm that e'er I've done
Alas it was to none but me
And all I've done for want of wit
To memory now I can't recall
So fill to me the parting glass
Good night and joy be with you all

Of all the comrades that e'er I had
They are sorry for my going away
And all the sweethearts that e'er I had
They would wish me one more day to stay
But since it falls unto my lot
That I should rise and you should not
I'll gently rise and I'll softly call
Good night and joy be with you all

A man may drink and not be drunk
A man may fight and not be slain
A man may court a pretty girl
And perhaps be welcomed back again
But since it has so ought to be
By a time to rise and a time to fall
Come fill to me the parting glass
Good night and joy be with you all
Good night and joy be with you all"
Ed Sheeran,Galway Girl,3:17,pop,2019,"She played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said baby I just want to dance

I saw her on Grafton street right outside of the bar
She shared a cigarette with me while her brother played the guitar
She asked me what does it mean the Gaelic ink on your arm?
Said it was one of my friend's songs do you want to drink on?
She took Jamie as a chaser, Jack for the fun
She got Arthur on the table, with Johnny riding as a shotgun
Chilled some more one more drink at the bar
Then say I'm on the jukebox, got to dance, you know

She played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said baby I just want to dance
With my pretty little Galway Girl
You're my pretty little Galway Girl





You know she beat me at darts and then she beat me at pool
And then she kissed me like there was nobody else in the room
As last orders were called was when she stood on the stool
After dancing to Cèilidh singing to trad tunes
I never heard Carrickfergus ever sing so sweet
A capella in the bar wring her feet for the beat
Oh, I could have that while playing on repeat for a week
And in this packed out room swear she was singing to me

She played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said baby I just want to dance
My pretty little Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl

Now we've outstayed our welcome and it's closing time
I was holding her hand, her hand was holding mine
Our coats both smell of smoke, whisky and wine
As we fill up our lungs with the cold air of the night
I walked her home then she took me inside
Finish some Doritos and another bottle of wine
I swear I'm going to pot you in a song that I write
About a Galway Girl and a perfect night

She played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said baby I just want to dance
My pretty little Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl"
Ed Sheeran,Hearts Don't Break Around Here,3:18,pop,2020,"She is the sweetest thing that I know
Should see the way she holds me when the lights go low
Shakes my soul like a pothole every time
Took my heart upon a one way trip
Guess she went wandering off with it
None like most women I know
This one will bring it back whole
Daisies, daisies perched upon your forehead
Oh my baby, lately I know...

That every night I'll kiss you, you'll say in my ear
Oh we're in love, aren't we?
Hands in your hair
Fingers and thumbs, baby
I feel safe when you're holding me near
Love the way that you conquer your fear
You know hearts don't break around here
Oh yeah, yeah, yeah
Yeah-yeah, yeah-yeah

She is the river flowin' nowhere
And tin wind chimes used for doorbells
Fields and trees and her smell fill my lungs
Spend my summertime beside her
And the rest of the year the same
She is the flint that sparks the lighter
And the fuel that will hold the flame, oh
Roses, roses laid upon your bed spread, oh my
All this, all this I know





But every night I'll kiss you, you'll say in my ear
Oh we're in love, aren't we?
Hands in your hair
Fingers and thumbs, baby
I feel safe when you're holding me near
Love the way that you conquer your fear
You know hearts don't break around here
Oh yeah, yeah, yeah
Yeah-yeah, yeah-yeah

Well, I've found love inside
The arms of the woman I know
She is the lighthouse in the night
That will safely guide me home
And I'm not scared of passing over
Or the thought growing old
'Cause from now until I go

Every night I kiss you, you'll say in my ear
Oh we're in love, aren't we?
Hands in your hair
Fingers and thumbs, baby
I feel safe when you're holding me near
Love the way that you conquer your fear
You know hearts don't break around here
Oh yeah, yeah
Every night I kiss you, you'll say in my ear
Oh we're in love, aren't we?
Hands in your hair
Fingers and thumbs, baby
I feel safe when you're holding me near
Love the way that you conquer your fear
You know hearts don't break around here
Yeah, yeah, yeah
You know hearts don't break around here
Oh yeah, yeah, yeah..."
Ed Sheeran,How Would You Feel,3:19,pop,2018,"You are the one, girl
You know that it's true
I'm feeling younger
Every time that I'm alone with you

We were sitting in a parked car
Stealing kisses in a front yard
We got questions we shouldn't had asked but

How would you feel
If I told you I loved you
It's just something that I want to do
I'm taking my time, spending my life
Falling deeper in love with you
So tell me that you love me too





In the summer, as the lilacs blew
Blood flows deeper than a river
Every moment that I spend with you

We were sat upon our best friend's roof
I had both of my arms around you
Watching the sunrise replace the moon

How would you feel
If I told you I loved you
It's just something that I want to do
I'm taking my time, spending my life
Falling deeper in love with you
So tell me that you love me too

We were sitting in a parked car
Stealing kisses in a front yard
We got questions we shouldn't had asked

How would you feel
If I told you I loved you
It's just something that I want to do
I'm taking my time, spending my life
Falling deeper in love with you
So tell me that you love me too
Tell me that you love me too
Tell me that you love me too"
Ed Sheeran,Happier,3:20,pop,2019,"Walking down 29th and park
I saw you in another's arms
Only a month we've been apart
You look happier

Saw you walk inside a bar
He said something to make you laugh
I saw that both your smiles were twice as wide as ours
Yeah, you look happier, you do

Ain't nobody hurt you like I hurt you
But ain't nobody love you like I do
Promise that I will not take it personal, baby
If you're moving on with someone new





'Cause baby you look happier, you do
My friends told me one day I'll feel it too
And until then I'll smile to hide the truth
But I know I was happier with you

Sat on the corner of the room
Everything's reminding me of you
Nursing an empty bottle and telling myself you're happier
Aren't you?

Ain't nobody hurt you like I hurt you
But ain't nobody need you like I do
I know that there's others that deserve you
But my darling, I am still in love with you

But I guess you look happier, you do
My friends told me one day I'd feel it too
I know I could smile to hide the truth
But I know I was happier with you

Baby, you look happier, you do
I knew one day you'd fall for someone new
But if he breaks your heart like lovers do
Just know that I'll be waiting here for you..."
Ed Sheeran,I See Fire,3:21,pop,2010,"Oh, misty eye of the mountain below
Keep careful watch of my brothers' souls
And should the sky be filled with fire and smoke
Keep watching over Durin's son

If this is to end in fire
Then we should all burn together
Watch the flames climb high into the night
Calling out father, stand by and we will
Watch the flames burn auburn on the mountain side

And if we should die tonight
Then we should all die together
Raise a glass of wine for the last time
Calling out father, prepare as we will
Watch the flames burn auburn on the mountain side
Desolation comes upon the sky





Now I see fire, inside the mountain
I see fire, burning the trees
And I see fire, hollowing souls
I see fire, blood in the breeze
And I hope that you'll remember me

Oh, should my people fall
Then surely I'll do the same
Confined in mountain halls
We got too close to the flame
Calling out father hold fast and we will
Watch the flames burn auburn on the mountain side
Desolation comes upon the sky

Now I see fire, inside the mountain
I see fire, burning the trees
I see fire, hollowing souls
I see fire, blood in the breeze
And I hope that you'll remember me

And if the night is burning
I will cover my eyes
For if the dark returns then
My brothers will die
And as the sky's falling down
It crashed into this lonely town
And with that shadow upon the ground
I hear my people screaming out

Now I see fire, inside the mountain
I see fire, burning the trees
I see fire, hollowing souls
I see fire, blood in the breeze

I see fire, oh you know I saw a city burning (fire)
I see fire, feel the heat upon my skin (fire)
And I see fire (fire)
And I see fire burn auburn on the mountain side"
Ed Sheeran,I'm a Mess,3:22,pop,2011,"Ooh I’m a mess right now
Inside out
Searching for a sweet surrender
But this is not the end
I can’t work it out
How?
Going through the motions
Going through us
And though I've known it for the longest time
And all my hope
All my words are all over written on the signs
But you’re my road walking me home
Home, home

See the flames inside my eyes
It burns so bright I wanna feel your love
Easy baby maybe I’m a light
Before tonight I wanna fall in love
And put your faith in my stomach

I messed up this time
Late last night
Drinking to suppress devotion
With fingers intertwined
I can’t shake this feeling now
We’re going through the motions
Hoping you'd stop
And though I’ve only caused you pain
You know with all of my words
With all this beloved
Although all the lies spoke
When you’re my road walking me home
Home, home, home





See the flames inside my eyes
It burns so bright I wanna feel your love
Easy baby maybe I’m a light
Before tonight I wanna fall in love
And put your faith in my stomach

And for how long I’ve loved my lover
For how long I’ve loved my lover
And now, for how long, long I’ve loved my lover
Now, now, for how long, long I’ve loved my lover
Now now, for how long, long I’ve loved my lover
(And I feel loved)
For how long, long I’ve loved my lover
For how long, long I’ve loved my lover
Feel it all over now
For how long, long I’ve loved my lover
Now, now, for how long, long I’ve loved my lover
Feel it all over now
For how long I’ve loved my lover
Now now
For how long, long I’ve loved my lover"
Ed Sheeran,Lay it all on me,3:23,pop,2012,"[Ed Sheeran]
All alone as you look through the door
Nothing left to see
If it hurts and you can't take no more
Lay it all on me

No you don't have to keep it on a locking key
Cause I will never let you down
And if you can't escape of your uncertainties
Baby I can show you how

Let my love in, let my love in
Lay your heart on me
If you're hurting, if you're hurting
Lay it all on me
You can lay it all on me
Lay it all on me
Lay it all on me
If you're hurting, if you're hurting
Lay it all on me





If you're scared when you're out on your own
Just remember me
Cause I won't let you go, let alone
Lay it all on me

No you don't have to keep it on a locking key
Cause I will never let you down
And if you can't escape of your uncertainties
Baby I can show you how

Let my love in, let my love in
Lay your heart on me
If you're hurting, if you're hurting
Lay it all on me
You can lay it all on me
Lay it all on me
Lay it all on me
If you're hurting, if you're hurting
Lay it all on me

So if you're hurting babe
Just let you're heart be free
You got a friend in me
I'll be your shoulder at anytime you need
Baby I believe
So if you're hurting babe
Just let you're heart be free
I'll be your shoulder at anytime you need
Baby I believe
You can lay it all on me

Let my love in, let my love in
Lay your heart on me
If you're hurting, if you're hurting
Lay it all on me (lay it all on me)
Lay it all on me (lay it all on me)
Lay it all on me
If you're hurting, if you're hurting
Lay it all on me (lay it all on me)
Lay it all, lay it all
Lay it all (lay it all on me)
Lay it all, lay it all
Lay it all on me
Lay it all, lay it all on me
Lay it all on me
Lay it all, lay it all on me
Lay it all on me"
Ed Sheeran,Lego House,3:24,pop,2015,"I'm gonna pick up the pieces,
And build a Lego house
If things go wrong we can knock it down

My three words have two meanings,
There's one thing on my mind
It's all for you

And it's dark in a cold December, but I've got you to keep me warm
And if you're broken I'll mend you and keep you sheltered from the storm that's raging on now





I'm out of touch, I'm out of love
I'll pick you up when you're getting down
And out of all these things I've done I think I love you better now

I'm out of sight, I'm out of mind
I'll do it all for you in time
And out of all these things I've done I think I love you better now

I'm gonna paint you by numbers
And colour you in
If things go right we can frame it, and put you on a wall

And it's so hard to say it but I've been here before
And I'll surrender up my heart
And swap it for yours

I'm out of touch, I'm out of love
I'll pick you up when you're getting down
And out of all these things I've done I think I love you better now

I'm out of sight, I'm out of mind
I'll do it all for you in time
And out of all these things I've done I think I love you better now

Don't hold me down
I think my braces are breaking and it's more than I can take

And it's dark in a cold December, but I've got you to keep me warm
And if you're broken I'll mend you and keep you sheltered from the storm that's raging on now

I'm out of touch, I'm out of love
I'll pick you up when you're getting down
And out of all these things I've done I think I love you better now

I'm out of sight, I'm out of mind
I'll do it all for you in time
And out of all these things I've done I think I love you better now

I'm out of touch, I'm out of love
I'll pick you up when you're getting down
And out of all these things I've done I think I love you better now

I'm out of sight, I'm out of mind
I'll do it all for you in time
And out of all these things I've done I think I love you better now

I'm out of touch, I'm out of love
I'll pick you up when you're getting down
And out of all these things I've done I will love you better now"
Ed Sheeran,Make it Rain,3:25,pop,2016,"[Ed Sheeran]
When the sins of my father
Weigh down in my soul
And the pain of my mother
Will not let me go
Well I know there can come fire from the sky
To refine the purest of kings
Even though
I know this fire brings me pain
Even so
I'm just the same

Make it rain
Make it rain down low
Just make it rain
Make it rain
Make it rain
Make it rain down low
Just make it rain
Make it rain

And the seed needs the water
Before it grows out of the ground
But it just keeps on getting hotter
And the hunger more profound
Well I know there can come tears from their eyes
But they may as well be in vain
Even though
I know these tears bring me pain
Even so
I'm just the same





Make it rain
Make it rain down low
Just make it rain
Make it rain
Make it rain
Make it rain down low
Just make it rain
Make it rain

Make it rain (x8)

And the seas are full of water
That stop by the shore
Just like the riches of grandeur
That never reach the port

So let the clouds fill with thunderous applause
And let the lightning be the veins
And fill the sky
With all that they can drop
When it's time
To make a change"
Ed Sheeran,Nancy Mulligan,3:26,pop,2019,"I was twenty-four years old when I met the woman I would call my own
Twenty two grand kids now growing old in that house that your brother bought ya
Oh the summer day when I proposed, I made that wedding ring from [?] gold
And I asked her father, but her daddy said, ""No, you won't marry my daughter""

She and I went on the run
Don't care about religion
I'm gonna marry the woman I love
Down by the wexford border
She was Nancy Mulligan, and I was William Sheeran
She took my name and then we were one
Down by the wexford border

Will I met her at [Guy's?] in the second world war
She was working on a soldier's ward
Never had I seen such beauty before
The second that I saw her
Nancy was my yellow rose
And we got married wearing borrowed clothes
We got eight children now growing old
Five sons and three daughters





She and I went on the run
Don't care about religion
I'm gonna marry the woman I love
Down by the wexford border
She was Nancy Mulligan, and I was William Sheeran
She took my name and then we were one
Down by the wexford border

From her snow white in her [?] and jet black hair
Over sixty years I've been loving her
Now we're sat by the fire in our old armchairs
You know Nancy I adore ya
From a farm boy born near Belfast town
I never worried about the king and crown
'Cause I found my heart upon the southern ground
That's the difference, I  assure ya

She and I went on the run
Don't care about religion
I'm gonna marry the woman I love
Down by the wexford border
She was Nancy Mulligan, and I was William Sheeran
She took my name and then we were one
Down by the wexford border"
Ed Sheeran,Nina,3:27,pop,2020,"I met you when I was a teen
But then you were one as well
And I could play the guitar
Just like ringing a bell
Sometimes I wonder
And any other summer could you have been my part time lover
To me listening to Stevie Wonder
Under the covers where we used to lay
And Re: Stacks is what the speakers play
I’ll be on tour almost every day
When I was home up in my flat is where we used to stay
Just watching the DVD, smoking illegal weed
Getting high as two kites, we needed no breathe
We used each others edge just for the people to see
And stay up all night like when we needed to sleep
We go anywhere, our minds would take us
And also you are beautiful without your make-up
And you don’t even need to worry about your weight cause
We can all be loved the way God made us
And time’s the only reason that we could break up
Cause you would always tell me I'm away too much
Distance is relative to the time that it takes to get on a plane
Or make a mistake, say it again

Oh Nina
You should go Nina
‘Cause I ain’t ever coming home
Nina, oh, won’t you leave me now
And I’ve been living on the road Nina
But then again you should know Nina
Cause that’s you and me both
Nina, oh, won’t you leave me now
Now

And every weekend in the winter
You’d be wearing my hoodie
With draw strings pulled tight
To keep your face from the cold
Taking day trips to the local
Where we be on the road
Cause every day when I was away
We'd only speak on the phone
Watching Blue Planet
Creating new habits
Acting as if we were two rabbits
And then you'd vanish
Back to the borrow with all the Celtics
I disappear
You call me selfish, I understand
But I can’t help it
I put my job over everything
Except my family and friends
But you’ll be in between forever
So I guess we’ll have to take a step back
Overlook the situation
Cause mixing business and feelings will only lead to complications
And I’m not saying we should be taking a break
Just re-evaluating quick before we make a mistake and it’s too late
So we kinda need to deal with the pain
Or wait to get on the plane
But in the day we’ll have to say it again





Oh Nina
You should go Nina
‘Cause I ain’t ever coming home
Nina, oh, won’t you leave me now
And I’ve been living on the road Nina
But then again you should know Nina
Cause that’s you and me both
Nina, oh, won’t you leave me now
Now

Love will come and love will go
But you can make it on your own
Sing that song, go, oh won’t you leave me now
People grow, and fall apart
But you can mend your broken heart
Take it back, oh oh won’t you leave me now

Oh Nina
You should go Nina
‘Cause I ain’t ever coming home
Nina, oh, won’t you leave me now
And I’ve been living on the road Nina
But then again you should know Nina
Cause that’s you and me both
Nina, oh, won’t you leave me now
Now"
